DirectoryFinWeek,Season,Week_start_date,Week_end_date,category,department,Gender,brand,Account_number,Orders,item_qty,%new customer,Revenue,Return value,Net Revenue,Return Rate,MD_revenue,FP_revenue,%Markdwon,%FullPrice,AOV
W202431,AW2024,24-08-2024,30-08-2024,suit trousers,fashion,women,reiss,8272,7962,12875,15.24,132390,205620,93224,68.81,19627,112763,14.83,85.17,82.03239089
W202431,AW2024,24-08-2024,30-08-2024,playsuits,fashion,women,next,3541,3341,5468,20.33,76953,177406,272338,39.45,14219,62734,18.48,81.52,104.8354312
W202431,AW2024,24-08-2024,30-08-2024,t-shirts,fashion,women,lipsy,8627,7169,9274,17.22,162109,293870,485719,37.7,49718,112391,30.67,69.33,93.15198949
W202431,AW2024,24-08-2024,30-08-2024,knickers,fashion,women,victorias secret,5273,4403,7893,7.15,567062,30150,41558,42.05,147880,419182,26.08,73.92,17.30405405
W202431,AW2024,24-08-2024,30-08-2024,dresses,fashion,women,mint velvet,9469,8021,11523,15.93,143610,76507,66513,53.49,46045,97565,32.06,67.94,27.22116483
W202431,AW2024,24-08-2024,30-08-2024,diffusers,homeware,unisex,next,8539,8258,14529,25.32,588231,338614,346041,49.46,108460,479771,18.44,81.56,109.2650814
W202431,AW2024,24-08-2024,30-08-2024,jumpers,fashion,Kids,next,6762,6156,11639,25.85,488450,165892,380772,30.35,142765,345685,29.23,70.77,72.93715811
W202431,AW2024,24-08-2024,30-08-2024,jeans,fashion,women,reiss,548,497,788,5.29,27661,362539,268726,57.43,6235,21426,22.54,77.46,67.66695251
W202431,AW2024,24-08-2024,30-08-2024,hoodies,fashion,men,next,8515,7345,13432,15.9,753126,400813,238483,62.7,158047,595079,20.99,79.01,83.0470252
W202431,AW2024,24-08-2024,30-08-2024,sandals,fashion,women,crocs,8849,7961,9623,8.42,628263,560993,311924,64.27,196227,432036,31.23,68.77,110.1472555
W202431,AW2024,24-08-2024,30-08-2024,dresses,fashion,women,scarlett and jo,5421,4625,5290,12.21,405612,310277,252156,55.17,92919,312693,22.91,77.09,78.91581311
W202431,AW2024,24-08-2024,30-08-2024,dresses,fashion,women,joules,2038,1996,2876,12.76,179914,13965,24782,36.04,31046,148868,17.26,82.74,62.39452496
W202431,AW2024,24-08-2024,30-08-2024,dresses,fashion,women,river island,5701,5407,11224,17.03,823583,186130,372278,33.33,158297,665286,19.22,80.78,91.18354017
W202431,AW2024,24-08-2024,30-08-2024,rugs,homeware,unisex,asiatic rugs,4752,4595,7537,21.44,418986,155898,197614,44.1,48419,370567,11.56,88.44,91.15832904
W202431,AW2024,24-08-2024,30-08-2024,jackets,fashion,women,lipsy,3777,3024,4186,20.81,65821,35805,22244,61.68,20510,45311,31.16,68.84,23.32221776
W202431,AW2024,24-08-2024,30-08-2024,trousers,fashion,Kids,trutex,9088,8546,11255,17.74,287304,109237,173582,38.62,64447,222857,22.43,77.57,59.0066764
W202431,AW2024,24-08-2024,30-08-2024,shoes,fashion,women,friends like these,5501,4641,8536,19.87,638910,27465,35294,43.76,131668,507242,20.61,79.39,17.29851158
W202431,AW2024,24-08-2024,30-08-2024,sandals,fashion,women,friends like these,9701,8429,16791,16.43,263515,204556,236874,46.34,46215,217300,17.54,82.46,72.08197257
W202431,AW2024,24-08-2024,30-08-2024,top and short sets,fashion,Kids,next,4107,3990,7111,5.84,564602,319954,389966,45.07,80215,484387,14.21,85.79,132.0044626
W202431,AW2024,24-08-2024,30-08-2024,dresses,fashion,women,millie mackintosh x friends like these,6994,6033,8725,26.38,400723,17941,23241,43.57,118877,281846,29.67,70.33,55.35215054
W202431,AW2024,24-08-2024,30-08-2024,trousers,fashion,women,roman,1033,854,1595,24.78,33418,170665,274513,38.34,5587,27831,16.72,83.28,105.2928098
W202431,AW2024,24-08-2024,30-08-2024,dungarees,fashion,Kids,next,1345,1166,2186,23.79,95197,5123,4101,55.54,13105,82092,13.77,86.23,45.43842365
W202431,AW2024,24-08-2024,30-08-2024,slippers,fashion,women,next,10000,9041,13913,25.99,444144,79543,61970,56.21,59611,384533,13.42,86.58,15.54233937
W202431,AW2024,24-08-2024,30-08-2024,coats,fashion,women,reiss,984,844,1717,13.52,51183,265532,196820,57.43,14625,36558,28.57,71.43,57.01011097
W202431,AW2024,24-08-2024,30-08-2024,suit trousers,fashion,men,reiss,9501,7604,13473,8.31,738683,43868,45210,49.25,215748,522935,29.21,70.79,82.94040968
W202431,AW2024,24-08-2024,30-08-2024,dresses,fashion,women,ax paris,3915,3232,6131,12.59,363267,12465,6635,65.26,93412,269855,25.71,74.29,29.6124031
W202431,AW2024,24-08-2024,30-08-2024,dresses,fashion,women,amanda holden x lipsy,2741,2593,3781,7.22,162941,61197,104382,36.96,33969,128972,20.85,79.15,87.5153277
W202431,AW2024,24-08-2024,30-08-2024,shirts,fashion,women,reiss,1763,1679,2879,10.38,206131,14660,10935,57.28,30582,175549,14.84,85.16,46.28390597
W202431,AW2024,24-08-2024,30-08-2024,socks,fashion,women,next,2402,2208,2463,13.32,119792,36704,83489,30.54,22502,97290,18.78,81.22,43.88207375
W202431,AW2024,24-08-2024,30-08-2024,dressers and consoles,homeware,unisex,next,3716,2993,3501,17.44,267686,214030,138852,60.65,70293,197393,26.26,73.74,76.29881081
W202431,AW2024,24-08-2024,30-08-2024,vests,fashion,Kids,next,7919,7413,15355,12.49,1099308,28956,46684,38.28,305491,793817,27.79,72.21,130.4137931
W202431,AW2024,24-08-2024,30-08-2024,vests,fashion,women,love and roses,6593,6156,9729,13.64,650652,126410,206999,37.91,162083,488569,24.91,75.09,74.92337079
W202431,AW2024,24-08-2024,30-08-2024,jeans,fashion,men,levis,4976,4101,8078,21.93,258315,168586,305047,35.59,54872,203443,21.24,78.76,80.57723716
W202431,AW2024,24-08-2024,30-08-2024,shoes,fashion,Kids,hush puppies,5248,5136,8554,6.29,432048,97355,142436,40.6,50617,381431,11.72,88.28,77.60226537
W202431,AW2024,24-08-2024,30-08-2024,duvets,homeware,unisex,next,9544,8420,10919,19.29,321538,158461,71942,68.78,94655,226883,29.44,70.56,29.69876257
W202431,AW2024,24-08-2024,30-08-2024,leggings,fashion,women,nike,7986,7756,10548,22.06,204654,86689,90032,49.05,55600,149054,27.17,72.83,85.57917676
W202431,AW2024,24-08-2024,30-08-2024,bags,fashion,women,accessorize,8919,7307,13389,22.75,231147,77306,76501,50.26,65955,165192,28.53,71.47,19.75684008
W202431,AW2024,24-08-2024,30-08-2024,shoes,fashion,Kids,kickers,7487,6737,10577,25.79,430492,182238,260361,41.17,48228,382264,11.2,88.8,116.3203679
W202431,AW2024,24-08-2024,30-08-2024,bags,fashion,men,nike,7218,7055,11957,10.16,148394,401706,467886,46.19,37968,110426,25.59,74.41,118.6508391
W202431,AW2024,24-08-2024,30-08-2024,shoes,fashion,women,clarks,956,872,1560,24.79,73408,51640,103778,33.23,17254,56154,23.5,76.5,55.32858669
W202431,AW2024,24-08-2024,30-08-2024,dresses,fashion,women,hobbs,660,544,976,6.36,65047,28827,58116,33.16,15812,49235,24.31,75.69,27.32338152
W202431,AW2024,24-08-2024,30-08-2024,side table,homeware,unisex,next,2967,2614,5242,20.59,392329,81821,97953,45.51,44593,347736,11.37,88.63,107.3918757
W202431,AW2024,24-08-2024,30-08-2024,mattresses,homeware,unisex,next,8940,7763,15296,25.67,598267,321243,580073,35.64,175510,422757,29.34,70.66,124.7668882
W202431,AW2024,24-08-2024,30-08-2024,bras,fashion,women,pour moi,1237,1110,2177,26.35,141637,641792,367431,63.59,28825,112812,20.35,79.65,129.1392194
W202431,AW2024,24-08-2024,30-08-2024,bed sets,homeware,unisex,catherine lansfield,4804,4558,6884,21.88,202942,19304,37194,34.17,61251,141691,30.18,69.82,25.77463504
W202431,AW2024,24-08-2024,30-08-2024,trousers,fashion,women,pixiegirl petite,2962,2389,3210,8.68,86832,175826,165672,51.49,23791,63041,27.4,72.6,43.3538149
W202431,AW2024,24-08-2024,30-08-2024,blouses,fashion,women,roman,3237,2840,5793,26.23,444556,7992,6384,55.59,79698,364858,17.93,82.07,14.1496063
W202431,AW2024,24-08-2024,30-08-2024,pyjamas,fashion,men,next,3300,2851,4765,7.55,265193,77359,85777,47.42,89284,175909,33.67,66.33,26.55640566
W202431,AW2024,24-08-2024,30-08-2024,bras,fashion,women,fantasie,7279,6331,10983,8.28,138869,170243,96177,63.9,34899,103970,25.13,74.87,46.30975143
W202431,AW2024,24-08-2024,30-08-2024,bras,fashion,women,victorias secret pink,2904,2599,4579,9.5,281876,143750,142615,50.2,35844,246032,12.72,87.28,69.84512195
W202431,AW2024,24-08-2024,30-08-2024,coffee table,homeware,unisex,next,1246,1099,2081,12.52,74497,136530,102655,57.08,17723,56774,23.79,76.21,47.55168986
W202431,AW2024,24-08-2024,30-08-2024,ornaments,homeware,unisex,next,4468,3836,7937,8.12,357471,67911,43109,61.17,59498,297973,16.64,83.36,49.18918919
W202431,AW2024,24-08-2024,30-08-2024,body mists,beauty,women,victorias secret,4718,4219,5295,11.0,387795,107769,57672,65.14,90140,297655,23.24,76.76,67.41687042
W202431,AW2024,24-08-2024,30-08-2024,coats,fashion,women,friends like these,9939,8952,10466,20.38,348060,354989,686736,34.08,72519,275541,20.84,79.16,149.5227501
W202431,AW2024,24-08-2024,30-08-2024,flowers,homeware,unisex,next,6707,5428,10501,7.31,654711,324665,219483,59.66,132758,521953,20.28,79.72,109.1789727
W202431,AW2024,24-08-2024,30-08-2024,trousers,fashion,men,reiss,2696,2392,3217,21.22,205415,96787,44535,68.49,48467,156948,23.59,76.41,66.31722196
W202431,AW2024,24-08-2024,30-08-2024,jackets,fashion,women,the north face,4970,4815,6433,13.7,327499,110581,137925,44.5,106341,221158,32.47,67.53,98.77027027
W202431,AW2024,24-08-2024,30-08-2024,dresses,fashion,women,kew collection,8540,8100,10600,17.41,162754,63655,32653,66.1,43415,119339,26.68,73.32,56.35342305
W202431,AW2024,24-08-2024,30-08-2024,jeans,fashion,women,gap,2263,2178,2530,20.19,32762,35058,39378,47.1,7616,25146,23.25,76.75,27.15651222
W202431,AW2024,24-08-2024,30-08-2024,dresses,fashion,Kids,lipsy,6974,5851,8151,22.3,100313,392916,170592,69.73,25762,74551,25.68,74.32,77.01353014
W202431,AW2024,24-08-2024,30-08-2024,tunics,fashion,women,friends like these,8517,7031,12151,25.11,184516,65562,101119,39.33,41922,142594,22.72,77.28,31.28397147
W202431,AW2024,24-08-2024,30-08-2024,suit trousers,fashion,women,love and roses,7844,6522,10596,15.55,726016,126196,213770,37.12,215159,510857,29.64,70.36,74.34200743
W202431,AW2024,24-08-2024,30-08-2024,jumpsuit,fashion,women,reiss,1809,1732,2702,5.03,145580,300593,412723,42.14,43067,102513,29.58,70.42,98.44272702
W202431,AW2024,24-08-2024,30-08-2024,bar stool,homeware,unisex,next,4773,4050,6945,19.82,150516,90991,62334,59.35,21840,128676,14.51,85.49,49.86178862
W202431,AW2024,24-08-2024,30-08-2024,waistcoats,fashion,women,next,2450,2172,3041,26.16,99420,4062,7410,35.41,13825,85595,13.91,86.09,25.60714286
W202431,AW2024,24-08-2024,30-08-2024,nest of tables,homeware,unisex,next,8016,6862,14090,8.58,371591,15744,10178,60.74,102696,268895,27.64,72.36,34.56266667
W202431,AW2024,24-08-2024,30-08-2024,dresses,fashion,women,mandco,7928,6975,13719,5.65,262790,191134,212859,47.31,27444,235346,10.44,89.56,81.31904187
W202431,AW2024,24-08-2024,30-08-2024,ties,fashion,men,next,4922,4292,7438,26.88,358671,601892,487269,55.26,91831,266840,25.6,74.4,139.6002307
W202431,AW2024,24-08-2024,30-08-2024,slippers,fashion,Kids,next,6191,5282,6160,7.03,306161,252704,165677,60.4,45418,260743,14.83,85.17,61.8815264
W202431,AW2024,24-08-2024,30-08-2024,dresses,fashion,women,vanda andvert love and roses,3871,3602,6003,9.71,324915,113059,79757,58.64,90190,234725,27.76,72.24,72.43275733
W202431,AW2024,24-08-2024,30-08-2024,dresses,fashion,women,pixiegirl petite,1862,1695,2469,13.0,95091,18490,13368,58.04,11248,83843,11.83,88.17,46.85
W202431,AW2024,24-08-2024,30-08-2024,mirrors,homeware,unisex,next,3408,3149,6172,5.46,305883,94142,61934,60.32,77880,228003,25.46,74.54,115.9554235
W202431,AW2024,24-08-2024,30-08-2024,joggers,fashion,men,nike,5185,4698,6028,17.86,410843,47873,29792,61.64,65883,344960,16.04,83.96,54.00904033
W202431,AW2024,24-08-2024,30-08-2024,vests,fashion,women,lipsy,1834,1800,2789,10.91,202661,254687,239701,51.52,31699,170962,15.64,84.36,151.5133313
W202431,AW2024,24-08-2024,30-08-2024,belts,fashion,men,next,5834,4914,9620,13.13,538933,116247,181969,38.98,161661,377272,30.0,70.0,94.7018101
W202431,AW2024,24-08-2024,30-08-2024,tights,fashion,women,next,5107,4783,6496,22.6,147881,202638,267856,43.07,48167,99714,32.57,67.43,86.77499078
W202431,AW2024,24-08-2024,30-08-2024,t-shirts,fashion,men,reiss,2756,2233,3379,15.02,78640,34491,41780,45.22,15407,63233,19.59,80.41,45.56212664
W202431,AW2024,24-08-2024,30-08-2024,crop tops,fashion,Kids,next,665,634,774,26.62,26563,94100,164868,36.34,5717,20846,21.52,78.48,69.07655375
W202431,AW2024,24-08-2024,30-08-2024,trousers,fashion,women,yours curve,3259,2665,5594,21.29,165743,153327,91612,62.6,43024,122719,25.96,74.04,32.838048
W202431,AW2024,24-08-2024,30-08-2024,blouses,fashion,Kids,next,5914,4973,8028,6.17,312036,185598,199139,48.24,97972,214064,31.4,68.6,57.57812032
W202431,AW2024,24-08-2024,30-08-2024,suit jackets,fashion,men,skopes,9132,8004,16127,5.4,375814,180662,141593,56.06,109328,266486,29.09,70.91,52.6818702
W202431,AW2024,24-08-2024,30-08-2024,shirts,fashion,women,friends like these,6756,5794,11091,7.52,569270,175149,235793,42.62,64950,504320,11.41,88.59,88.09046088
W202431,AW2024,24-08-2024,30-08-2024,jackets,fashion,women,friends like these,4335,3686,6311,10.22,392527,109589,74350,59.58,40255,352272,10.26,89.74,24.74626665
W202431,AW2024,24-08-2024,30-08-2024,jeans,fashion,women,friends like these,2093,1914,2832,25.75,118222,20129,46480,30.22,28022,90200,23.7,76.3,73.43880926
W202431,AW2024,24-08-2024,30-08-2024,shoes,fashion,Kids,baker by ted baker,3665,2950,4473,5.98,228840,57442,36367,61.23,46211,182629,20.19,79.81,65.64660602
W202431,AW2024,24-08-2024,30-08-2024,jackets,fashion,women,regatta,749,682,891,20.43,33005,68325,34824,66.24,10094,22911,30.58,69.42,58.24336533
W202431,AW2024,24-08-2024,30-08-2024,coats,fashion,women,tog 24,2299,2147,2371,16.31,176202,342071,186226,64.75,35467,140735,20.13,79.87,156.5324444
W202431,AW2024,24-08-2024,30-08-2024,leggings,fashion,Kids,nike,6981,6647,13319,14.15,767811,179943,120457,59.9,97582,670229,12.71,87.29,36.14051973
W202431,AW2024,24-08-2024,30-08-2024,jackets,fashion,women,sosandar,5335,5020,7396,12.82,75580,261890,467606,35.9,10626,64954,14.06,85.94,111.5437309
W202431,AW2024,24-08-2024,30-08-2024,shoes,fashion,Kids,lipsy,3903,3180,6579,15.5,512973,177957,301078,37.15,54697,458276,10.66,89.34,119.2816235
W202431,AW2024,24-08-2024,30-08-2024,wall art,homeware,unisex,next,6213,5954,8475,22.24,487133,275355,127925,68.28,131050,356083,26.9,73.1,83.15051546
W202432,AW2024,31-08-2024,06-09-2024,shoes,fashion,Kids,next,6299,5206,7442,16.88,163156,382780,685902,35.82,39775,123381,24.38,75.62,120.4420151
W202432,AW2024,31-08-2024,06-09-2024,dresses,fashion,women,next,6142,5840,8385,24.24,220714,90776,130245,41.07,48111,172603,21.8,78.2,80.87120381
W202432,AW2024,31-08-2024,06-09-2024,trousers,fashion,women,next,9364,8012,14527,12.67,156638,58232,42341,57.9,44889,111749,28.66,71.34,16.68153923
W202432,AW2024,31-08-2024,06-09-2024,jeans,fashion,women,next,6991,6026,7499,19.02,279158,251694,406624,38.23,56079,223079,20.09,79.91,120.903214
W202432,AW2024,31-08-2024,06-09-2024,dresses,fashion,women,lipsy,7634,6337,9571,5.78,146743,306048,288140,51.51,20672,126071,14.09,85.91,100.048493
W202432,AW2024,31-08-2024,06-09-2024,trousers,fashion,men,next,305,268,491,7.21,13647,180064,201356,47.21,3938,9709,28.86,71.14,43.10804702
W202432,AW2024,31-08-2024,06-09-2024,shirts,fashion,men,next,1651,1433,1916,23.99,74033,103363,87773,54.08,9546,64487,12.89,87.11,39.32839506
W202432,AW2024,31-08-2024,06-09-2024,trousers,fashion,Kids,next,9635,8403,9280,5.72,272483,110775,79622,58.18,65126,207357,23.9,76.1,21.45560063
W202432,AW2024,31-08-2024,06-09-2024,suit jackets,fashion,men,next,284,255,415,11.97,32485,87686,67024,56.68,6781,25704,20.87,79.13,68.15418502
W202432,AW2024,31-08-2024,06-09-2024,shoes,fashion,women,next,495,452,932,9.7,16010,139216,129465,51.81,3901,12109,24.37,75.63,41.92899501
W202432,AW2024,31-08-2024,06-09-2024,t-shirts,fashion,women,next,6129,5560,10157,8.83,671307,182772,189320,49.12,138333,532974,20.61,79.39,92.49117574
W202432,AW2024,31-08-2024,06-09-2024,suit trousers,fashion,men,next,1892,1693,3160,11.58,206903,168272,392477,30.01,63234,143669,30.56,69.44,84.08292098
W202432,AW2024,31-08-2024,06-09-2024,jackets,fashion,women,next,4199,3863,4719,9.53,204581,82491,158626,34.21,56699,147882,27.71,72.29,83.57608319
W202432,AW2024,31-08-2024,06-09-2024,dresses,fashion,women,reiss,4281,4174,5126,12.45,398663,67167,32000,67.73,53563,345100,13.44,86.56,41.59689597
W202432,AW2024,31-08-2024,06-09-2024,jumpers,fashion,women,next,9670,8824,10888,21.81,538492,72536,44474,61.99,181921,356571,33.78,66.22,104.3800178
W202432,AW2024,31-08-2024,06-09-2024,trainers,fashion,Kids,nike,7354,6043,7065,14.41,471105,251306,555874,31.13,157660,313445,33.47,66.53,146.0694897
W202432,AW2024,31-08-2024,06-09-2024,bras,fashion,women,next,5893,5450,11133,14.59,689870,177113,392784,31.08,133467,556403,19.35,80.65,70.19300406
W202432,AW2024,31-08-2024,06-09-2024,dresses,fashion,women,friends like these,5616,5513,7722,13.05,549659,181159,345171,34.42,161704,387955,29.42,70.58,110.2954736
W202432,AW2024,31-08-2024,06-09-2024,coats,fashion,Kids,next,5525,5212,8505,24.52,304704,52912,122665,30.14,58158,246546,19.09,80.91,75.41967354
W202432,AW2024,31-08-2024,06-09-2024,shorts,fashion,men,next,5182,4321,6417,19.59,295488,121386,206514,37.02,64493,230995,21.83,78.17,81.68908819
W202432,AW2024,31-08-2024,06-09-2024,trainers,fashion,Kids,next,9864,8262,12044,18.85,856206,402654,233278,63.32,100729,755477,11.76,88.24,84.16251985
W202432,AW2024,31-08-2024,06-09-2024,jackets,fashion,Kids,next,8248,7903,11270,18.47,192032,279212,412025,40.39,43384,148648,22.59,77.41,124.3903185
W202432,AW2024,31-08-2024,06-09-2024,leggings,fashion,women,next,8462,7556,12346,12.03,707436,251540,306481,45.08,132149,575287,18.68,81.32,126.6215112
W202432,AW2024,31-08-2024,06-09-2024,swimsuits,fashion,women,next,4119,3995,5591,23.45,202619,199109,358142,35.73,36017,166602,17.78,82.22,82.26321228
W202432,AW2024,31-08-2024,06-09-2024,t-shirts,fashion,Kids,next,5420,4434,6486,24.19,472561,57102,50768,52.94,58198,414363,12.32,87.68,21.67805466
W202432,AW2024,31-08-2024,06-09-2024,shoes,fashion,men,next,879,738,996,6.26,14994,101993,157310,39.33,4284,10710,28.57,71.43,31.03938233
W202432,AW2024,31-08-2024,06-09-2024,dresses,fashion,women,love and roses,21,17,26,23.81,394,351723,342579,50.66,78,316,19.8,80.2,149.0558179
W202432,AW2024,31-08-2024,06-09-2024,blouses,fashion,women,love and roses,6329,5262,9507,24.13,247427,70460,86353,44.93,65606,181821,26.52,73.48,26.3728557
W202432,AW2024,31-08-2024,06-09-2024,sandals,fashion,women,next,3322,2796,5128,5.06,281483,79277,67368,54.06,82628,198855,29.35,70.65,24.12717999
W202432,AW2024,31-08-2024,06-09-2024,dresses,fashion,Kids,next,7171,6081,11539,5.72,147695,177272,151068,53.99,41223,106472,27.91,72.09,82.22890058
W202432,AW2024,31-08-2024,06-09-2024,trainers,fashion,Kids,adidas,3935,3544,5338,26.15,229044,34977,37057,48.56,56483,172561,24.66,75.34,55.32565284
W202432,AW2024,31-08-2024,06-09-2024,pyjamas,fashion,women,next,1268,1027,1234,15.14,53352,18137,11080,62.08,17661,35691,33.1,66.9,41.15070423
W202432,AW2024,31-08-2024,06-09-2024,shirts,fashion,Kids,next,922,869,1788,23.86,57076,423826,196934,68.28,14818,42258,25.96,74.04,68.70614278
W202432,AW2024,31-08-2024,06-09-2024,bed sets,homeware,unisex,next,5829,5101,10362,14.41,589998,93664,75922,55.23,131240,458758,22.24,77.76,20.96242274
W202432,AW2024,31-08-2024,06-09-2024,t-shirts,fashion,men,next,235,207,418,14.47,30478,65303,116143,35.99,9867,20611,32.37,67.63,112.8395522
W202432,AW2024,31-08-2024,06-09-2024,boots,fashion,women,next,4206,3414,7019,12.53,314487,93794,64565,59.23,63511,250976,20.2,79.8,99.91104101
W202432,AW2024,31-08-2024,06-09-2024,joggers,fashion,Kids,next,7093,6656,7972,19.02,524528,146280,69924,67.66,57602,466926,10.98,89.02,57.18169796
W202432,AW2024,31-08-2024,06-09-2024,jeans,fashion,men,next,1156,1121,1517,9.43,89364,160937,81966,66.26,15710,73654,17.58,82.42,93.10195477
W202432,AW2024,31-08-2024,06-09-2024,socks,fashion,Kids,next,9075,8222,9443,23.89,240208,67308,147998,31.26,41932,198276,17.46,82.54,99.12799263
W202432,AW2024,31-08-2024,06-09-2024,ceiling lights,homeware,unisex,next,3323,3179,4996,10.89,363009,23835,30936,43.52,67679,295330,18.64,81.36,16.46752856
W202432,AW2024,31-08-2024,06-09-2024,shirts,fashion,women,next,6894,5587,6353,19.7,75598,255073,183556,58.15,16245,59353,21.49,78.51,96.95601238
W202432,AW2024,31-08-2024,06-09-2024,curtains,homeware,unisex,next,6589,5293,8641,24.62,674007,396161,401849,49.64,116949,557058,17.35,82.65,101.0139241
W202432,AW2024,31-08-2024,06-09-2024,polo shirts,fashion,men,next,5156,4264,7231,12.92,496579,72845,35538,67.21,66486,430093,13.39,86.61,35.61715412
W202432,AW2024,31-08-2024,06-09-2024,blouses,fashion,women,next,2153,2084,2766,23.73,79681,148960,188297,44.17,8101,71580,10.17,89.83,81.0519106
W202432,AW2024,31-08-2024,06-09-2024,trainers,fashion,women,nike,4567,4392,8885,22.93,272892,310205,254592,54.92,64987,207905,23.81,76.19,110.0754239
W202432,AW2024,31-08-2024,06-09-2024,leggings,fashion,Kids,next,9800,8863,12312,25.17,297845,143562,202529,41.48,36963,260882,12.41,87.59,45.14623011
W202432,AW2024,31-08-2024,06-09-2024,dresses,fashion,women,jolie moi,9128,8086,15535,9.96,156490,430960,482893,47.16,32589,123901,20.82,79.18,133.8194465
W202432,AW2024,31-08-2024,06-09-2024,pyjamas,fashion,Kids,next,8434,7111,12962,21.79,512628,1038,1071,49.22,149313,363315,29.13,70.87,63.90909091
W202432,AW2024,31-08-2024,06-09-2024,bikinis,fashion,women,next,2420,2126,3990,8.6,194579,289828,276722,51.16,19569,175010,10.06,89.94,131.7251802
W202432,AW2024,31-08-2024,06-09-2024,jackets,fashion,men,next,407,345,433,26.78,23057,90225,58933,60.49,7347,15710,31.86,68.14,80.53887689
W202432,AW2024,31-08-2024,06-09-2024,dresses,fashion,women,roman,1721,1603,2699,7.03,120866,18354,20552,47.18,28521,92345,23.6,76.4,69.475
W202432,AW2024,31-08-2024,06-09-2024,shorts,fashion,Kids,next,2396,2121,4129,19.45,200660,103022,59977,63.2,40420,160240,20.14,79.86,63.32517483
W202432,AW2024,31-08-2024,06-09-2024,coats,fashion,women,next,1538,1418,1942,22.37,113673,158513,69865,69.41,26638,87035,23.43,76.57,142.9148936
W202432,AW2024,31-08-2024,06-09-2024,cardigans,fashion,women,next,4876,4279,8381,15.75,124917,479051,321105,59.87,32443,92474,25.97,74.03,99.2133912
W202432,AW2024,31-08-2024,06-09-2024,trousers,fashion,women,reiss,1828,1746,2498,9.9,28057,413690,389749,51.49,3300,24757,11.76,88.24,133.8395802
W202432,AW2024,31-08-2024,06-09-2024,dresses,fashion,women,sosandar,3146,3079,3441,19.1,241986,14257,24125,37.15,66045,175941,27.29,72.71,22.18612717
W202432,AW2024,31-08-2024,06-09-2024,sleepsuits,fashion,Kids,next,6368,5143,5787,24.26,428904,102450,124726,45.1,122303,306601,28.52,71.48,76.69682647
W202432,AW2024,31-08-2024,06-09-2024,trainers,fashion,men,nike,2807,2604,4612,23.41,149034,32462,54966,37.13,40343,108691,27.07,72.93,22.35438507
W202432,AW2024,31-08-2024,06-09-2024,cushions,homeware,unisex,next,7786,6520,9358,26.24,491877,46594,60947,43.33,113297,378580,23.03,76.97,99.11612903
W202432,AW2024,31-08-2024,06-09-2024,boxers,fashion,men,next,7118,6337,7620,24.19,89337,75724,70543,51.77,21544,67793,24.12,75.88,27.84446983
W202432,AW2024,31-08-2024,06-09-2024,suit trousers,fashion,women,next,929,804,1108,22.28,45621,4090,4065,50.15,10720,34901,23.5,76.5,31.00760456
W202432,AW2024,31-08-2024,06-09-2024,sofas,homeware,unisex,next,7961,7032,13365,11.14,235599,65681,52152,55.74,47098,188501,19.99,80.01,17.46968125
W202432,AW2024,31-08-2024,06-09-2024,coats,fashion,women,joules,868,744,1364,5.3,74851,91601,122869,42.71,19736,55115,26.37,73.63,85.51435407
W202432,AW2024,31-08-2024,06-09-2024,sweat tops,fashion,women,next,2872,2433,4201,8.04,201807,409882,425990,49.04,36405,165402,18.04,81.96,154.3623269
W202432,AW2024,31-08-2024,06-09-2024,skirts,fashion,women,next,2628,2337,4817,9.67,241926,144431,80776,64.13,56371,185555,23.3,76.7,59.29620853
W202432,AW2024,31-08-2024,06-09-2024,shorts,fashion,women,next,2681,2484,4784,6.6,195525,35761,77202,31.66,42835,152690,21.91,78.09,68.96398046
W202432,AW2024,31-08-2024,06-09-2024,wellies,fashion,Kids,next,668,622,1290,16.32,49071,372654,346790,51.8,16420,32651,33.46,66.54,84.1159827
W202432,AW2024,31-08-2024,06-09-2024,blouses,fashion,women,lipsy,2292,2209,4437,10.86,326351,420174,229002,64.72,33513,292838,10.27,89.73,113.4129979
W202432,AW2024,31-08-2024,06-09-2024,coats,fashion,Kids,baker by ted baker,3378,3023,3449,15.19,261749,335058,143654,69.99,61868,199881,23.64,76.36,73.86390989
W202432,AW2024,31-08-2024,06-09-2024,shirts,fashion,men,reiss,6596,5471,7699,9.52,463206,139556,236348,37.13,156921,306285,33.88,66.12,117.359975
W202432,AW2024,31-08-2024,06-09-2024,vests,fashion,women,next,5617,5236,5769,12.93,104927,74810,153778,32.73,24174,80753,23.04,76.96,58.5822655
W202432,AW2024,31-08-2024,06-09-2024,trainers,fashion,women,skechers,3582,2878,3549,21.8,268738,97032,178086,35.27,80746,187992,30.05,69.95,69.6324981
W202432,AW2024,31-08-2024,06-09-2024,polo shirts,fashion,Kids,next,4603,3941,6132,20.27,424355,364587,188586,65.91,121761,302594,28.69,71.31,94.54332593
W202432,AW2024,31-08-2024,06-09-2024,beds,homeware,unisex,next,8863,8222,10431,17.88,298621,132917,176305,42.98,98582,200039,33.01,66.99,75.40160936
W202432,AW2024,31-08-2024,06-09-2024,knickers,fashion,women,next,6863,5799,9851,18.34,787324,178410,195862,47.67,125982,661342,16.0,84.0,73.86461417
W202432,AW2024,31-08-2024,06-09-2024,boots,fashion,Kids,next,8838,7232,9806,5.79,399838,399866,488955,44.99,78957,320881,19.75,80.25,120.5507934
